1.500e-8, 4.188e-3
3.206e-8, 7.373e-3
5.598e-8, 1.191e-2
8.047e-8, 1.900e-2
1.307e-7, 3.039e-2
2.412e-7, 5.349e-2
4.587e-7, 9.231e-2
8.407e-7, 1.531e-1
1.806e-6, 2.063e-1
4.117e-6, 2.199e-1
9.183e-6, 1.842e-1
1.879e-5, 1.477e-1
3.840e-5, 1.337e-1
5.786e-5, 9.919e-2
1.129e-4, 1.026e-1
2.504e-4, 7.541e-2
5.862e-4, 7.029e-2
1.212e-3, 6.332e-2
1.790e-3, 5.043e-2
3.456e-3, 4.699e-2
4.859e-3, 4.028e-2
8.285e-3, 4.007e-2
1.274e-2, 4.367e-2
2.548e-2, 5.976e-2
1.870e-2, 4.854e-2
5.524e-2, 7.859e-2
1.200e-1, 1.175e-1
2.394e-1, 1.842e-1
4.802e-1, 2.941e-1
9.326e-1, 5.012e-1
1.082e+0, 5.521e-1
1.746e+0, 7.049e-1
2.268e+0, 9.206e-1
3.708e+0, 1.259e+0
6.236e+0, 1.787e+0
1.161e+1, 2.627e+0
2.245e+1, 4.371e+0
4.102e+1, 7.430e+0
8.203e+1, 1.044e+1
1.529e+2, 1.742e+1
2.702e+2, 2.885e+1
5.584e+2, 4.562e+1
1.092e+3, 7.324e+1
2.417e+3, 1.149e+2
5.786e+3, 1.633e+2
1.276e+4, 1.778e+2
2.775e+4, 1.605e+2
5.069e+4, 1.347e+2
9.369e+4, 1.295e+2
2.219e+5, 1.108e+2
5.064e+5, 1.020e+2
1.155e+6, 9.844e+1
2.744e+6, 1.035e+2
5.796e+6, 1.294e+2
9.923e+6, 1.594e+2
